Trade ID,Regime ID,Entry Type,Status,Buy Time,Buy Price,Grid Buy Price,Reference at Buy,Sell Target,Sell Time,Order Size (USDT),Net P&L,Holding Time
1,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,42000.0,42000.0,43000.0,2024-01-01 18:07:00+00:00,59.07451518200203,0.8808217295032819,0 days 18:07:00
2,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,43000.0,42000.0,44000.0,2024-01-01 23:28:00+00:00,57.700689247536864,2.2222218462769945,0 days 23:28:00
3,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,44000.0,42000.0,45000.0,2024-01-02 00:57:00+00:00,56.38930994645648,3.5026492304700696,1 days 00:57:00
4,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,45000.0,42000.0,46000.0,2024-01-08 18:04:00+00:00,55.13621416986856,4.726168730921252,7 days 18:04:00
5,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,46000.0,42000.0,47000.0,2024-01-08 19:11:00+00:00,53.93760081834968,5.896491731352796,7 days 19:11:00
6,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,47000.0,42000.0,48000.0,2024-01-11 14:36:00+00:00,52.789992290299686,7.017013753042576,10 days 14:36:00
7,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,48000.0,42000.0,49000.0,2024-02-12 15:10:00+00:00,51.69020078425178,8.090847357161948,42 days 15:10:00
8,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,49000.0,42000.0,50000.0,2024-02-12 17:19:00+00:00,50.63529872743031,9.120851018256047,42 days 17:19:00
9,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,50000.0,42000.0,51000.0,2024-02-14 09:10:00+00:00,49.6225927528817,10.109654532906383,44 days 09:10:00
10,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,51000.0,42000.0,52000.0,2024-02-14 14:37:00+00:00,48.64960073811931,11.059681439139055,44 days 14:37:00
11,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,52000.0,42000.0,53000.0,2024-02-26 16:07:00+00:00,47.71403149315548,11.973168848978155,56 days 16:07:00
12,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,53000.0,42000.0,54000.0,2024-02-26 19:15:00+00:00,46.813766748001605,12.852185035804474,56 days 19:15:00
13,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,54000.0,42000.0,55000.0,2024-02-27 01:43:00+00:00,45.946845141557134,13.698645067563135,57 days 01:43:00
14,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,55000.0,42000.0,56000.0,2024-02-27 02:06:00+00:00,45.11144795716518,14.51432473453059,57 days 02:06:00
15,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,56000.0,42000.0,57000.0,2024-02-27 02:08:00+00:00,44.30588638650153,15.300872984820622,57 days 02:08:00
16,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,57000.0,42000.0,58000.0,2024-02-28 07:50:00+00:00,43.528590134106764,16.059823050889953,58 days 07:50:00
17,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,58000.0,42000.0,59000.0,2024-02-28 08:46:00+00:00,42.778097200760094,16.792602425025862,58 days 08:46:00
18,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,59000.0,42000.0,60000.0,2024-02-28 13:22:00+00:00,42.05304470583195,17.500541820377492,58 days 13:22:00
19,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,60000.0,42000.0,61000.0,2024-02-28 14:57:00+00:00,41.35216062740142,18.18488323588408,58 days 14:57:00
20,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,61000.0,42000.0,62000.0,2024-02-28 16:54:00+00:00,40.67425635482107,18.846787227931443,58 days 16:54:00
21,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,62000.0,42000.0,63000.0,2024-02-28 17:12:00+00:00,40.018219962001375,19.487339478299845,58 days 17:12:00
22,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,63000.0,42000.0,64000.0,2024-02-28 17:16:00+00:00,39.383010121334685,20.10755673659306,58 days 17:16:00
23,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,64000.0,42000.0,65000.0,2024-03-04 08:27:00+00:00,38.76765058818883,20.708392205564614,63 days 08:27:00
24,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,65000.0,42000.0,66000.0,2024-03-04 14:38:00+00:00,38.17122519452438,21.290740429337056,63 days 14:38:00
25,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,66000.0,42000.0,67000.0,2024-03-04 17:25:00+00:00,37.59287329763765,21.855441737237598,63 days 17:25:00
26,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,67000.0,42000.0,68000.0,2024-03-04 23:03:00+00:00,37.03178563647889,22.403286289678412,63 days 23:03:00
27,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,68000.0,42000.0,69000.0,2024-03-05 15:04:00+00:00,36.48720055358949,22.935017767047455,64 days 15:04:00
28,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,69000.0,42000.0,70000.0,2024-03-11 07:12:00+00:00,35.95840054556645,23.451336737826075,70 days 07:12:00
29,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,70000.0,42000.0,71000.0,2024-03-11 07:36:00+00:00,35.44470910920122,23.952903738011017,70 days 07:36:00
30,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,71000.0,42000.0,72000.0,2024-03-11 11:44:00+00:00,34.945487854142044,24.44034209030344,70 days 11:44:00
31,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,72000.0,42000.0,73000.0,2024-03-12 14:07:00+00:00,34.46013385616785,24.914240488365515,71 days 14:07:00
32,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,73000.0,42000.0,74000.0,2024-11-06 03:06:00+00:00,33.98807722800117,25.375155368672452,310 days 03:06:00
33,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,74000.0,42000.0,75000.0,2024-11-06 03:08:00+00:00,33.52877888708223,25.823613090052184,310 days 03:08:00
34,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,75000.0,42000.0,76000.0,2024-11-06 20:54:00+00:00,33.081728501921134,26.260111938861797,310 days 20:54:00
35,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,76000.0,42000.0,77000.0,2024-11-08 19:15:00+00:00,32.646442600580066,26.685123975860627,312 days 19:15:00
36,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,77000.0,42000.0,78000.0,2024-11-10 04:45:00+00:00,32.22246282654656,27.099096739171166,314 days 04:45:00
37,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,78000.0,42000.0,79000.0,2024-11-10 04:54:00+00:00,31.809354328770322,27.502454816242977,314 days 04:54:00
38,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,79000.0,42000.0,80000.0,2024-11-10 11:56:00+00:00,31.406704273975762,27.895601296426904,314 days 11:56:00
39,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,80000.0,42000.0,81000.0,2024-11-10 18:27:00+00:00,31.014120470551063,28.278919114606225,314 days 18:27:00
40,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,81000.0,42000.0,82000.0,2024-11-11 10:07:00+00:00,30.63123009437142,28.65277229529963,315 days 10:07:00
41,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,82000.0,42000.0,83000.0,2024-11-11 15:15:00+00:00,30.257678507854695,29.01750710573224,315 days 15:15:00
42,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,83000.0,42000.0,84000.0,2024-11-11 15:36:00+00:00,29.89312816438657,29.373453125552,315 days 15:36:00
43,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,84000.0,42000.0,85000.0,2024-11-11 18:39:00+00:00,29.537257591001016,29.720924240137954,315 days 18:39:00
44,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,85000.0,42000.0,86000.0,2024-11-11 19:06:00+00:00,29.189760442871588,30.06021956379248,315 days 19:06:00
45,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,86000.0,42000.0,87000.0,2024-11-11 20:11:00+00:00,28.850344623768432,30.391624298524814,315 days 20:11:00
46,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,87000.0,42000.0,88000.0,2024-11-11 21:24:00+00:00,28.518731467173396,30.71541053360812,315 days 21:24:00
47,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,88000.0,42000.0,89000.0,2024-11-11 23:12:00+00:00,28.19465497322824,31.031837990621348,315 days 23:12:00
48,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,89000.0,42000.0,90000.0,2024-11-13 14:31:00+00:00,27.87786109712455,31.341154718263503,317 days 14:31:00
49,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,90000.0,42000.0,91000.0,2024-11-13 14:33:00+00:00,27.56810708493428,31.643597740846946,317 days 14:33:00
50,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,91000.0,42000.0,92000.0,2024-11-13 15:44:00+00:00,27.265160853231706,31.939393664032927,317 days 15:44:00
51,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,92000.0,42000.0,93000.0,2024-11-13 16:11:00+00:00,26.96880040917484,32.22875924106271,317 days 16:11:00
52,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,93000.0,42000.0,94000.0,2024-11-20 13:15:00+00:00,26.678813308000915,32.51190190245744,324 days 13:15:00
53,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,94000.0,42000.0,95000.0,2024-11-21 03:25:00+00:00,26.394996145149843,32.789020251907615,325 days 03:25:00
54,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,95000.0,42000.0,96000.0,2024-11-21 04:03:00+00:00,26.117154080464054,33.06030453084302,325 days 04:03:00
55,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,96000.0,42000.0,97000.0,2024-11-21 04:55:00+00:00,25.84510039212589,33.325937053967294,325 days 04:55:00
56,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,97000.0,42000.0,98000.0,2024-11-21 11:02:00+00:00,25.578656058186443,33.586092617851875,325 days 11:02:00
57,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,98000.0,42000.0,99000.0,2024-11-22 03:15:00+00:00,25.317649363715155,33.840938884514344,326 days 03:15:00
58,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,99000.0,42000.0,100000.0,2024-12-05 02:36:00+00:00,25.061915531758434,34.09063674174928,339 days 02:36:00
59,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,100000.0,42000.0,101000.0,2024-12-05 02:41:00+00:00,24.81129637644085,34.3353406418395,339 days 02:41:00
60,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,101000.0,42000.0,102000.0,2024-12-05 03:03:00+00:00,24.56563997667411,34.57519892014578,339 days 03:03:00
61,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,102000.0,42000.0,103000.0,2024-12-05 03:06:00+00:00,24.324800369059655,34.81035409495584,339 days 03:06:00
62,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,103000.0,42000.0,104000.0,2024-12-05 03:08:00+00:00,24.08863725868044,35.04094314986669,339 days 03:08:00
63,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,104000.0,42000.0,105000.0,2024-12-15 23:27:00+00:00,23.85701574657774,35.2670977998754,349 days 23:27:00
64,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,105000.0,42000.0,106000.0,2024-12-16 00:33:00+00:00,23.62980607280081,35.48894474226489,350 days 00:33:00
65,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,106000.0,42000.0,107000.0,2024-12-16 16:37:00+00:00,23.406883374000802,35.706605893288554,350 days 16:37:00
66,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,107000.0,42000.0,108000.0,2024-12-17 14:50:00+00:00,23.188127454617618,35.92019861158279,351 days 14:50:00
67,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,108000.0,42000.0,109000.0,2025-01-20 06:55:00+00:00,22.973422570778567,36.12983590916788,385 days 06:55:00
68,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,109000.0,42000.0,110000.0,2025-05-21 23:25:00+00:00,22.762657226092525,36.33562665083399,506 days 23:25:00
69,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,110000.0,42000.0,111000.0,2025-05-22 03:42:00+00:00,22.55572397858259,36.53767574265161,507 days 03:42:00
70,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,111000.0,42000.0,112000.0,2025-07-10 16:24:00+00:00,22.35251925805482,36.73608431029234,556 days 16:24:00
71,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,112000.0,42000.0,113000.0,2025-07-10 17:07:00+00:00,22.152943193250763,36.93094986779662,556 days 17:07:00
72,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,113000.0,42000.0,114000.0,2025-07-10 21:17:00+00:00,21.956899448177747,37.122366477380496,556 days 21:17:00
73,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,114000.0,42000.0,115000.0,2025-07-10 21:18:00+00:00,21.764295067053382,37.31042490083129,556 days 21:18:00
74,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,115000.0,42000.0,116000.0,2025-07-10 21:19:00+00:00,21.57504032733987,37.49521274300469,556 days 21:19:00
75,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,116000.0,42000.0,117000.0,2025-07-11 05:05:00+00:00,21.389048600380047,37.676814587899244,557 days 05:05:00
76,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,117000.0,42000.0,118000.0,2025-07-11 05:44:00+00:00,21.206236219180212,37.85531212775286,557 days 05:44:00
77,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,118000.0,42000.0,119000.0,2025-07-13 14:18:00+00:00,21.026522352915975,38.03078428557506,559 days 14:18:00
78,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,119000.0,42000.0,120000.0,2025-07-14 03:42:00+00:00,20.849828887765423,38.203307331501094,560 days 03:42:00
79,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,120000.0,42000.0,121000.0,2025-07-14 03:42:00+00:00,20.67608031370071,38.37295499332836,560 days 03:42:00
80,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,121000.0,42000.0,122000.0,2025-07-14 05:22:00+00:00,20.505203616893265,38.5397985615717,560 days 05:22:00
81,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,122000.0,42000.0,123000.0,2025-07-14 07:38:00+00:00,20.337128177410534,38.70390698935203,560 days 07:38:00
82,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,123000.0,42000.0,124000.0,2025-08-14 00:22:00+00:00,20.17178567190313,38.865346987412366,591 days 00:22:00
83,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,124000.0,42000.0,125000.0,2025-10-05 04:46:00+00:00,20.009109981000687,39.02418311453624,643 days 04:46:00
84,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,125000.0,42000.0,126000.0,2025-10-06 18:56:00+00:00,19.849037101152682,39.18047786362613,644 days 18:56:00
85,-1,INITIAL_SEED,OPEN,2024-01-01 00:00:00+00:00,42283.58,126000.0,42000.0,127000.0,,19.691505060667343,21.085539889660797,730 days 23:59:00
86,0,GRID_BUY,CLOSED,2024-01-03 11:55:00+00:00,44000.0,44000.0,42000.0,45000.0,2024-01-08 12:03:00+00:00,58.67832472189169,1.2136344550348568,5 days 00:08:00
87,0,GRID_BUY,CLOSED,2024-01-03 12:01:00+00:00,43000.0,43000.0,42000.0,44000.0,2024-01-04 15:16:00+00:00,58.67832472189169,1.2445863719221677,1 days 03:15:00
88,0,GRID_BUY,CLOSED,2024-01-03 12:08:00+00:00,42000.0,42000.0,42000.0,43000.0,2024-01-03 15:56:00+00:00,58.67832472189169,1.2770121896136217,0 days 03:48:00
89,0,GRID_BUY,CLOSED,2024-01-03 12:09:00+00:00,41000.0,41000.0,42000.0,42000.0,2024-01-03 12:15:00+00:00,58.67832472189169,1.3110197545095374,0 days 00:06:00
90,0,GRID_BUY,CLOSED,2024-01-03 18:56:00+00:00,42000.0,42000.0,42000.0,43000.0,2024-01-03 19:35:00+00:00,58.67832472189169,1.2770121896136217,0 days 00:39:00
91,0,GRID_BUY,CLOSED,2024-01-05 01:48:00+00:00,43000.0,43000.0,42000.0,44000.0,2024-01-05 09:01:00+00:00,58.67832472189169,1.2445863719221677,0 days 07:13:00
92,1,GRID_BUY,CLOSED,2024-01-09 12:56:00+00:00,46000.0,46000.0,47000.0,47000.0,2024-01-09 13:53:00+00:00,58.67832472189169,1.1557678278107844,0 days 00:57:00
93,1,GRID_BUY,CLOSED,2024-01-09 21:17:00+00:00,46000.0,46000.0,47000.0,47000.0,2024-01-10 23:03:00+00:00,58.67832472189169,1.1557678278107844,1 days 01:46:00
94,1,GRID_BUY,CLOSED,2024-01-09 21:25:00+00:00,45000.0,45000.0,47000.0,46000.0,2024-01-09 21:29:00+00:00,58.67832472189169,1.1840581788981197,0 days 00:04:00
95,1,GRID_BUY,CLOSED,2024-01-10 11:53:00+00:00,45000.0,45000.0,47000.0,46000.0,2024-01-10 17:41:00+00:00,58.67832472189169,1.1840581788981197,0 days 05:48:00
96,1,GRID_BUY,CLOSED,2024-01-10 20:12:00+00:00,45000.0,45000.0,47000.0,46000.0,2024-01-10 20:15:00+00:00,58.67832472189169,1.1840581788981197,0 days 00:03:00
97,1,GRID_BUY,CLOSED,2024-01-10 20:44:00+00:00,45000.0,45000.0,47000.0,46000.0,2024-01-10 20:57:00+00:00,58.67832472189169,1.1840581788981197,0 days 00:13:00
98,1,GRID_BUY,CLOSED,2024-01-11 05:44:00+00:00,46000.0,46000.0,47000.0,47000.0,2024-01-11 11:17:00+00:00,58.67832472189169,1.1557678278107844,0 days 05:33:00
99,1,GRID_BUY,CLOSED,2024-01-11 15:42:00+00:00,47000.0,47000.0,47000.0,48000.0,2024-02-09 18:24:00+00:00,58.67832472189169,1.1286813214505713,29 days 02:42:00
100,1,GRID_BUY,CLOSED,2024-01-11 16:16:00+00:00,46000.0,46000.0,47000.0,47000.0,2024-02-09 11:44:00+00:00,58.67832472189169,1.1557678278107844,28 days 19:28:00
101,1,GRID_BUY,CLOSED,2024-01-12 15:19:00+00:00,45000.0,45000.0,47000.0,46000.0,2024-02-09 02:45:00+00:00,58.67832472189169,1.1840581788981197,27 days 11:26:00
102,1,GRID_BUY,CLOSED,2024-01-12 16:17:00+00:00,44000.0,44000.0,47000.0,45000.0,2024-02-08 13:58:00+00:00,58.67832472189169,1.2136344550348568,26 days 21:41:00
103,1,GRID_BUY,CLOSED,2024-01-12 22:03:00+00:00,43000.0,43000.0,47000.0,44000.0,2024-02-07 20:16:00+00:00,58.67832472189169,1.2445863719221677,25 days 22:13:00
104,1,GRID_BUY,CLOSED,2024-01-12 22:21:00+00:00,42000.0,42000.0,47000.0,43000.0,2024-01-13 05:42:00+00:00,58.67832472189169,1.2770121896136217,0 days 07:21:00
105,2,GRID_BUY,CLOSED,2024-01-14 21:38:00+00:00,42000.0,42000.0,42000.0,43000.0,2024-01-15 18:25:00+00:00,58.67832472189169,1.2770121896136217,0 days 20:47:00
106,2,GRID_BUY,CLOSED,2024-01-18 16:40:00+00:00,42000.0,42000.0,42000.0,43000.0,2024-01-29 16:21:00+00:00,58.67832472189169,1.2770121896136217,10 days 23:41:00
107,2,GRID_BUY,CLOSED,2024-01-18 19:57:00+00:00,41000.0,41000.0,42000.0,42000.0,2024-01-19 20:09:00+00:00,58.67832472189169,1.3110197545095374,1 days 00:12:00
108,2,GRID_BUY,CLOSED,2024-01-22 04:18:00+00:00,41000.0,41000.0,42000.0,42000.0,2024-01-26 17:01:00+00:00,58.67832472189169,1.3110197545095374,4 days 12:43:00
109,2,GRID_BUY,CLOSED,2024-01-22 19:17:00+00:00,40000.0,40000.0,42000.0,41000.0,2024-01-26 11:29:00+00:00,58.67832472189169,1.3467276976502518,3 days 16:12:00
110,2,GRID_BUY,CLOSED,2024-01-23 09:29:00+00:00,39000.0,39000.0,42000.0,40000.0,2024-01-24 00:44:00+00:00,58.67832472189169,1.3842668173622812,0 days 15:15:00
111,2,GRID_BUY,CLOSED,2024-02-01 01:21:00+00:00,42000.0,42000.0,42000.0,43000.0,2024-02-01 17:19:00+00:00,58.67832472189169,1.2770121896136217,0 days 15:58:00
112,3,GRID_BUY,CLOSED,2024-02-10 10:48:00+00:00,47000.0,47000.0,47000.0,48000.0,2024-02-10 20:46:00+00:00,58.67832472189169,1.1286813214505713,0 days 09:58:00
113,3,GRID_BUY,CLOSED,2024-02-13 14:21:00+00:00,49000.0,49000.0,47000.0,50000.0,2024-02-14 08:52:00+00:00,58.67832472189169,1.0778250237946665,0 days 18:31:00
114,4,GRID_BUY,CLOSED,2024-02-17 14:32:00+00:00,51000.0,51000.0,52000.0,52000.0,2024-02-17 21:34:00+00:00,58.67832472189169,1.030957455366675,0 days 07:02:00
115,4,GRID_BUY,CLOSED,2024-02-20 17:22:00+00:00,51000.0,51000.0,52000.0,52000.0,2024-02-20 19:50:00+00:00,58.67832472189169,1.030957455366675,0 days 02:28:00
116,4,GRID_BUY,CLOSED,2024-02-21 10:08:00+00:00,51000.0,51000.0,52000.0,52000.0,2024-02-22 09:49:00+00:00,58.67832472189169,1.030957455366675,0 days 23:41:00
117,4,GRID_BUY,CLOSED,2024-02-22 13:47:00+00:00,51000.0,51000.0,52000.0,52000.0,2024-02-22 20:31:00+00:00,58.67832472189169,1.030957455366675,0 days 06:44:00
118,4,GRID_BUY,CLOSED,2024-02-23 03:06:00+00:00,51000.0,51000.0,52000.0,52000.0,2024-02-26 15:15:00+00:00,58.67832472189169,1.030957455366675,3 days 12:09:00
119,4,GRID_BUY,CLOSED,2024-02-27 03:51:00+00:00,56000.0,56000.0,52000.0,57000.0,2024-02-27 12:26:00+00:00,58.67832472189169,0.9284346494304572,0 days 08:35:00
120,6,GRID_BUY,CLOSED,2024-02-28 17:23:00+00:00,63000.0,63000.0,62000.0,64000.0,2024-03-04 00:39:00+00:00,58.67832472189169,0.8122421360360548,4 days 07:16:00
121,6,GRID_BUY,CLOSED,2024-02-28 17:25:00+00:00,62000.0,62000.0,62000.0,63000.0,2024-02-29 06:08:00+00:00,58.67832472189169,0.8272347184095281,0 days 12:43:00
122,6,GRID_BUY,CLOSED,2024-02-28 17:31:00+00:00,61000.0,61000.0,62000.0,62000.0,2024-02-28 23:13:00+00:00,58.67832472189169,0.8427188608608205,0 days 05:42:00
123,6,GRID_BUY,CLOSED,2024-02-28 17:31:00+00:00,60000.0,60000.0,62000.0,61000.0,2024-02-28 17:34:00+00:00,58.67832472189169,0.8587191413938058,0 days 00:03:00
124,6,GRID_BUY,CLOSED,2024-02-28 17:31:00+00:00,59000.0,59000.0,62000.0,60000.0,2024-02-28 17:32:00+00:00,58.67832472189169,0.875261804317752,0 days 00:01:00
125,6,GRID_BUY,CLOSED,2024-02-28 17:37:00+00:00,60000.0,60000.0,62000.0,61000.0,2024-02-28 17:43:00+00:00,58.67832472189169,0.8587191413938058,0 days 00:06:00
126,6,GRID_BUY,CLOSED,2024-02-28 18:20:00+00:00,60000.0,60000.0,62000.0,61000.0,2024-02-28 18:55:00+00:00,58.67832472189169,0.8587191413938058,0 days 00:35:00
127,6,GRID_BUY,CLOSED,2024-02-28 20:27:00+00:00,60000.0,60000.0,62000.0,61000.0,2024-02-28 22:09:00+00:00,58.67832472189169,0.8587191413938058,0 days 01:42:00
128,6,GRID_BUY,CLOSED,2024-02-29 16:40:00+00:00,62000.0,62000.0,62000.0,63000.0,2024-03-01 20:57:00+00:00,58.67832472189169,0.8272347184095281,1 days 04:17:00
129,6,GRID_BUY,CLOSED,2024-02-29 17:41:00+00:00,61000.0,61000.0,62000.0,62000.0,2024-02-29 20:18:00+00:00,58.67832472189169,0.8427188608608205,0 days 02:37:00
130,6,GRID_BUY,CLOSED,2024-02-29 21:10:00+00:00,61000.0,61000.0,62000.0,62000.0,2024-03-01 08:35:00+00:00,58.67832472189169,0.8427188608608205,0 days 11:25:00
131,6,GRID_BUY,CLOSED,2024-03-02 01:21:00+00:00,62000.0,62000.0,62000.0,63000.0,2024-03-03 22:15:00+00:00,58.67832472189169,0.8272347184095281,1 days 20:54:00
132,6,GRID_BUY,CLOSED,2024-03-04 00:49:00+00:00,63000.0,63000.0,62000.0,64000.0,2024-03-04 07:40:00+00:00,58.67832472189169,0.8122421360360548,0 days 06:51:00
133,7,GRID_BUY,CLOSED,2024-03-05 04:52:00+00:00,67000.0,67000.0,67000.0,68000.0,2024-03-05 13:18:00+00:00,58.67832472189169,0.7567472042656078,0 days 08:26:00
134,7,GRID_BUY,CLOSED,2024-03-05 05:03:00+00:00,66000.0,66000.0,67000.0,67000.0,2024-03-05 05:27:00+00:00,58.67832472189169,0.769990312983559,0 days 00:24:00
135,7,GRID_BUY,CLOSED,2024-03-05 08:06:00+00:00,66000.0,66000.0,67000.0,67000.0,2024-03-05 10:32:00+00:00,58.67832472189169,0.769990312983559,0 days 02:26:00
136,7,GRID_BUY,CLOSED,2024-03-05 15:05:00+00:00,68000.0,68000.0,67000.0,69000.0,2024-03-08 15:27:00+00:00,58.67832472189169,0.7438935987452524,3 days 00:22:00
137,7,GRID_BUY,CLOSED,2024-03-05 15:30:00+00:00,67000.0,67000.0,67000.0,68000.0,2024-03-08 14:11:00+00:00,58.67832472189169,0.7567472042656078,2 days 22:41:00
138,7,GRID_BUY,CLOSED,2024-03-05 16:06:00+00:00,66000.0,66000.0,67000.0,67000.0,2024-03-06 08:10:00+00:00,58.67832472189169,0.769990312983559,0 days 16:04:00
139,7,GRID_BUY,CLOSED,2024-03-05 16:12:00+00:00,65000.0,65000.0,67000.0,66000.0,2024-03-05 16:31:00+00:00,58.67832472189169,0.783640901969747,0 days 00:19:00
