Trade ID,Regime ID,Entry Type,Status,Buy Time,Buy Price,Grid Buy Price,Reference at Buy,Sell Target,Sell Time,Order Size (USDT),Portfolio Value at Buy,Order % of Portfolio,Portfolio Value at Sell,Net P&L,Holding Time
1,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,42000.0,42000.0,43000.0,2024-01-01 18:07:00+00:00,59.07451518200203,3000.0,0.019691505060667344,3044.0407214872316,0.8808217295032819,0 days 18:07:00
2,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,43000.0,42000.0,44000.0,2024-01-01 23:28:00+00:00,57.700689247536864,2999.940925484818,0.019233941827775127,3107.9181961427794,2.2222218462769945,0 days 23:28:00
3,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,44000.0,42000.0,45000.0,2024-01-02 00:57:00+00:00,56.38930994645648,2999.8832247955706,0.018797168329876966,3170.4324556659712,3.5026492304700696,1 days 00:57:00
4,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,45000.0,42000.0,46000.0,2024-01-08 18:04:00+00:00,55.13621416986856,2999.826835485624,0.01837979896627696,3231.6144814812183,4.726168730921252,7 days 18:04:00
5,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,46000.0,42000.0,47000.0,2024-01-08 19:11:00+00:00,53.93760081834968,2999.771699271454,0.01798056859842012,3291.4938780935213,5.896491731352796,7 days 19:11:00
6,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,47000.0,42000.0,48000.0,2024-01-11 14:36:00+00:00,52.789992290299686,2999.717761670636,0.01759831973688728,3350.0989628854245,7.017013753042576,10 days 14:36:00
7,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,48000.0,42000.0,49000.0,2024-02-12 15:10:00+00:00,51.69020078425178,2999.6649716783454,0.017231991329795256,3407.45684827186,8.090847357161948,42 days 15:10:00
8,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,49000.0,42000.0,50000.0,2024-02-12 17:19:00+00:00,50.63529872743031,2999.613281477561,0.016880608923857073,3463.593517008907,9.120851018256047,42 days 17:19:00
9,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,50000.0,42000.0,51000.0,2024-02-14 09:10:00+00:00,49.6225927528817,2999.5626461788333,0.016543276005952505,3518.533891355044,10.109654532906383,44 days 09:10:00
10,-1,INITIAL_SEED,CLOSED,2024-01-01 00:00:00+00:00,42283.58,51000.0,42000.0,52000.0,2024-02-14 14:37:00+00:00,48.64960073811931,2999.5130235860806,0.01621916636319721,3572.301896699624,11.059681439139055,44 days 14:37:00
